"","quadrat","Census","AWP","AWM","AWR","NetFlux"
"1","0101",2,4.0150335159884,0.265482704319772,0.020219954468067,3.76977076613669
"2","0101",3,3.75015771767942,0.150768605601268,0.18144991258242,3.78083902466057
"3","0101",4,2.77066663916487,0.0813950446629496,0.027587783449429,2.71685937795135
"4","0102",2,1.9412310241046,0.0192782777866486,0.0537107989649164,1.97566354528287
"5","0102",3,1.61811182176243,3.9259391124741,0.152043796824026,-2.15578349388765
"6","0102",4,1.50135796970193,5.93864284470466,0.0514163304186073,-4.38586854458412
"7","0103",2,0.871310540444142,0.0260464937107994,0.0319016962498739,0.877165742983217
"8","0103",3,3.4268902551206,2.18136828935243,0.151952362553155,1.39747432832133
"9","0103",4,3.33218687888877,2.94043352076254,0.0604275787444142,0.452180936870645
"10","0104",2,2.15082905197876,0.483951598733683,0.0383752228570066,1.70525267610208
"11","0104",3,3.95787071637901,0.297484440093498,0.345973409335884,4.00635968562139
"12","0104",4,0.792673926172373,5.63248487036203,0.0418175841598596,-4.7979933600298
"13","0105",2,0.29856125529776,2.17072557927928,0.0736807297142311,-1.79848359426729
"14","0105",3,0.575857550801532,0.215705300838853,0.169334560039322,0.529486810002001
"15","0105",4,0.605620559289335,0.166952645760077,0.0434763632188214,0.482144276748079
"16","0106",2,2.27216004295903,1.51030933538629,0.0456923235671837,0.80754303113992
"17","0106",3,2.06270898020092,0.402365794746184,0.0818577558599036,1.74220094131464
"18","0106",4,1.67715277156093,1.35111824749421,0.0107409822254787,0.336775506292203
"19","0107",2,1.54200065452376,0.173993677721042,0.030725989787005,1.39873296658973
"20","0107",3,1.84646722777131,1.99033819295884,0.00577732171610835,-0.138093643471427
"21","0107",4,1.38387027053321,0.735873713873872,0.00891799645414045,0.656914553113479
"22","0108",2,-0.296009857231357,0.00408810381593441,0.00196891162398211,-0.298129049423309
"23","0108",3,2.37530555789517,4.13743673517111,0.0177400809855201,-1.74439109629042
"24","0108",4,2.01784583696757,9.87644216150051,0.0252010089285679,-7.83339531560437
"25","0109",2,12.5764472141571,10.3622423845582,0.0184281278485882,2.23263295744747
"26","0109",3,4.34109100541793,0.286222132624376,0.039264841273009,4.09413371406656
"27","0109",4,3.57412870569698,0.0464830401491322,0.0136359131505593,3.54128157869841
"28","0110",2,0.778683378617406,0.0886747689637205,0.0101956380353099,0.700204247688995
"29","0110",3,0.85120069117835,0.233320761622241,0.0224353129773576,0.640315242533466
"30","0110",4,0.486077101192478,0.0952283617838497,0.00454289335230105,0.395391632760929
"31","0111",2,3.29491631251822,1.85107712038529,0,1.44383919213293
"32","0111",3,3.96488229308548,0.368036795358768,0,3.59684549772671
"33","0111",4,1.84238934962795,0,0,1.84238934962795
"34","0112",2,1.91432108180899,0.177057095528107,0,1.73726398628088
"35","0112",3,1.85412391627899,0.0129099407003295,0,1.84121397557866
"36","0112",4,0.576686420470288,12.7425055077086,0.000233733242303784,-12.165585353996
"37","0113",2,2.96468159408146,0.210349852148644,0.000908407796182364,2.755240149729
"38","0113",3,3.63415847063211,0.162466978434715,0.000600956353299633,3.4722924485507
"39","0113",4,2.8841395501552,0.0251312309339576,0.00595138420127467,2.86495970342252
"40","0114",2,2.69736199440077,1.12123359885765,0,1.57612839554312
"41","0114",3,3.63707448993461,1.03875914334387,0,2.59831534659075
"42","0114",4,2.13068296690362,0.340104260624949,0,1.79057870627868
"43","0115",2,3.90043904649723,0.362784419125238,0,3.53765462737199
"44","0115",3,-0.0235618489908203,0.00164650977726239,0,-0.0252083587680827
"45","0115",4,0.534524079186755,8.31741243650415,0,-7.78288835731739
"46","0116",2,2.72641315715154,0.0391906034034008,0,2.68722255374814
"47","0116",3,2.57481090906549,0,0.00107610038849986,2.57588700945399
"48","0116",4,1.28841886663816,25.4847063043895,0.0243288816695114,-24.1719585560819
"49","0117",2,3.07929783959615,0.0995730964902575,0,2.9797247431059
"50","0117",3,3.35137874466974,1.06964011443051,0,2.28173863023923
"51","0117",4,4.96497290416253,0.658366620537665,0.00250923113778565,4.30911551476265
"52","0118",2,0.332116278424366,4.57657295960574,0,-4.24445668118137
"53","0118",3,0.770769702387715,0.0810563936063367,0,0.689713308781378
"54","0118",4,0.570070997102031,0.0445305875703379,0,0.525540409531693
"55","0119",2,2.58658078451062,0.0362859293233645,0.00269734082628706,2.55299219601354
"56","0119",3,3.69709439534918,2.17400003633782,0.0167480023897755,1.53984236140113
"57","0119",4,2.66392948805286,1.74379410440934,0.0205385937470006,0.940673977390512
"58","0120",2,1.78544618306617,17.2655847310497,0.000250389976179007,-15.4798881580074
"59","0120",3,3.18517268755477,0.108260871462467,0.00268422941850432,3.07959604551081
"60","0120",4,2.03720079310965,0.0596305030340943,0.0166267694891733,1.99419705956473
"61","0121",2,1.10283610454935,0.337787521658991,0,0.765048582890359
"62","0121",3,0.996577134095822,0.186981822922754,0,0.809595311173068
"63","0121",4,0.835041200556236,1.57330479179296,0.00230349427566012,-0.735960096961066
"64","0122",2,1.52183553365117,0.100494351221962,0.00153324767211104,1.42287443010132
